-3.176725203343459536e-01,1.302203798143781142e-02,1.353898318070593243e-01,6.618497094842326622e-02,1.811676574381639870e-01,1.440750056248347663e-02,1.114260399183076289e-01,6.390414007253857054e-02,-3.746261360175483224e-02
-1.691500493174958042e-01,-4.491917528053102626e-01,-3.871021309966929946e-01,-1.829945714648511801e-01,1.747583628582066173e-01,-3.000281794236414612e-01,-3.341572064316587071e-02,-7.991255354184713389e-02,-3.039874407874208501e-03
-1.767828743505579780e-01,-1.886660811068838484e-01,-6.313288162615766919e-02,2.218314887787107559e-01,-2.046824936583920701e-02,8.471470290863167274e-02,1.586261705110298681e-01,-4.232885404447728761e-01,3.122671778905915241e-02
9.479806386582265154e-02,8.572359981450973498e-02,4.852475933066805608e-02,4.411872753179553741e-01,3.600599311824314031e-01,1.727648906115190897e-01,1.887055091586004041e-01,2.677809902816725152e-01,-2.760367723115243477e-01
3.445000776246798235e-01,4.106399153872660607e-02,4.265625882564965665e-01,5.064941237366585858e-01,4.118831234836405342e-01,1.428320643380575072e+00,5.531573698715878118e-01,1.200595594810825728e-02,2.187840273739268676e-02
4.752408459644140715e-01,5.102098103913423888e-01,4.526887061786989963e-01,9.881439395996031161e-01,5.894839363568094015e-01,1.878760686197797070e-01,1.587459207576784603e-01,2.213611287649193959e-01,2.198649198418221040e-01
7.184200922376362541e-01,6.728446435067931830e-01,7.524829206260221781e-01,7.993096532928473108e-01,8.652915374857729214e-01,7.814407472163623636e-01,6.365688519977981130e-01,5.086787741119005446e-01,2.619246436606240125e-01
1.106048426521479611e+00,8.218017353331079633e-01,1.105937571254233198e+00,1.183144891905440144e+00,9.757233825811910677e-01,1.102532307741189044e+00,9.052390162576787747e-01,7.454151996155632398e-01,4.985629523406279739e-01
1.384516910159950820e+00,1.321661865673582126e+00,1.395621957289575388e+00,1.532180906701630763e+00,1.310087914883740101e+00,1.385066475213527992e+00,1.199950235264189091e+00,1.065955198287973804e+00,9.582563374866236439e-01
1.495444734960258648e+00,1.906534925847049866e+00,1.800863092290763579e+00,1.932500788388221702e+00,1.771304945255015140e+00,1.815761283647721269e+00,1.563469281901979313e+00,1.290163938351827078e+00,1.199641250729527986e+00
1.980932588498295344e+00,2.100052302841304286e+00,2.225804997672496732e+00,2.388736022104849699e+00,2.215592128751755929e+00,1.990171729006692480e+00,1.746022702619641542e+00,1.647820255545112689e+00,1.447227097527025386e+00
2.095990834888132870e+00,2.605246795932773640e+00,2.636205186564450020e+00,2.761691444580737009e+00,2.446890194179287104e+00,2.202312505291873723e+00,2.139398878881996868e+00,1.990465520415552581e+00,1.637008752110669318e+00
2.790343795136856819e+00,2.722326197346550902e+00,2.921886222457404703e+00,3.057071978705856896e+00,2.643772766624205239e+00,2.856097379478164111e+00,2.632349930361922219e+00,2.236195670102387734e+00,1.887962457597805344e+00
3.283896355581616522e+00,2.814600897617351105e+00,3.175677826376726021e+00,3.087708117829256249e+00,3.023134677892471700e+00,2.984190368641795210e+00,2.820095478112315757e+00,2.355649144490348235e+00,1.986810456292378735e+00
3.102401777768780455e+00,3.242643476841550854e+00,3.239907595130300688e+00,3.337918138540425961e+00,3.634075685954573753e+00,3.160634866400958476e+00,2.974490761681728657e+00,2.444460204701446315e+00,2.420481460639618998e+00
2.954288162074881985e+00,3.758845201645073075e+00,3.308580464346547068e+00,3.436560108023826388e+00,3.709659165707749562e+00,3.353513464323414794e+00,2.929826569105798750e+00,2.608476776046132262e+00,2.355423022036193803e+00
3.022085794191198271e+00,3.547101247638077215e+00,3.821990071221577523e+00,4.071325699350823335e+00,3.677283430672212194e+00,3.281060022347701999e+00,3.014780523485431019e+00,2.979365021655428603e+00,2.392333357963066565e+00
2.948300623861717984e+00,3.377768553074802949e+00,3.984299492424240530e+00,3.901536018194592170e+00,3.617842750858001555e+00,3.803381412300334663e+00,3.537972736137680041e+00,3.026140124708464274e+00,2.425632114117427296e+00
3.363303458475502605e+00,3.204797331072261279e+00,3.685844048884160618e+00,3.803014305602676615e+00,3.596210967665487424e+00,3.823707978734087298e+00,3.681430992020500170e+00,2.842764933610892886e+00,2.490034470040843217e+00
