-1.028998605442450476e+00,-1.094570925894475355e+00,-9.044997238418371888e-01,-9.796334071095076368e-01,-8.368408648183555121e-01,-5.027391510952470277e-01,-4.989803656652618824e-01,-9.385026216541179911e-02,-1.040458123510617228e-01
-7.513704204945675924e-01,-6.610232991833359106e-01,-5.733410958084721454e-01,-5.476247394619979669e-01,-4.854329985425275829e-01,-3.772172197518071091e-01,5.347683814251310425e-02,2.450718445563365711e-01,1.994731904428901914e-01
-5.131029339523383026e-01,-5.038661158729668132e-01,-2.088264334503980579e-01,-2.347042444208618517e-01,-4.486035322880384257e-02,1.315208261323025651e-01,3.047982005044650999e-01,4.667237452045649992e-01,5.989778620300449941e-01
1.237121169890098051e-02,-4.623385345456262202e-02,8.065989910297365062e-02,1.058760239645679946e-01,1.420820910907349965e-01,3.522132711442490516e-01,6.248197323964772565e-01,8.729200653026077950e-01,9.716761604449034584e-01
8.185746020219214145e-03,2.520162821770671191e-01,8.862024732879156264e-02,3.488900005843315610e-01,6.630526214107139715e-01,1.936283026158255524e-02,7.982107689836159814e-01,1.226275346598072469e+00,1.271601937735785670e+00
2.182877191592760280e-01,2.795974855218362198e-01,7.406007862188286328e-01,3.876046835799351054e-01,7.799676533687218694e-01,1.346804648224489087e+00,1.516469257763679357e+00,1.416579049121686529e+00,1.623490472022940834e+00
8.233180772617676446e-01,7.570104140240787594e-01,8.647224815209852977e-01,9.801635493354458051e-01,1.254100876716782054e+00,1.465351777707174064e+00,1.568042655425123000e+00,1.729884609265861739e+00,2.008303356437253218e+00
8.093218717846352162e-01,1.093991751819485714e+00,8.943237973760468362e-01,1.015713321706034344e+00,1.646600316845312717e+00,1.473243899489382835e+00,1.874101471711135503e+00,1.743701543442362611e+00,2.347959583479353185e+00
7.938187996846869376e-01,8.672468991594165511e-01,1.077378154437755642e+00,1.401239745101819478e+00,1.303898525765584626e+00,1.984121526346714681e+00,1.857572035614690975e+00,2.037822214507139851e+00,2.118809545235414316e+00
6.230278354470248914e-01,1.303625097418847911e+00,1.153874093241220811e+00,1.262762871097552919e+00,1.471771860399263998e+00,1.647718483682537371e+00,2.063138082206544155e+00,2.009368291723994115e+00,2.251928315219899002e+00
7.575627146897764286e-01,1.016823160064215692e+00,1.246214759333065025e+00,1.473994028193331030e+00,1.548282368845350643e+00,1.714792109469160497e+00,1.796862925217662665e+00,2.336329019310259270e+00,2.390703395813605248e+00
4.622751737104778269e-01,5.480988296118461944e-01,1.356363046375312909e+00,1.489266907134701556e+00,1.424890113382152323e+00,1.544911442476104346e+00,1.878514886342066204e+00,2.387774658439736353e+00,2.191090836247177265e+00
3.186634968531978918e-01,3.638249795273235665e-01,8.828115526518889311e-01,1.099311061031213343e+00,1.272246253928204229e+00,1.901782467925889897e+00,2.286081238424511497e+00,2.124620504978560032e+00,2.077157416359086017e+00
2.175015558578346497e-01,2.032275536270725658e-01,5.359427379081627141e-01,6.542068170755717116e-01,1.047090745914444732e+00,1.517802985797346516e+00,2.109207681235477860e+00,1.768739669230410261e+00,2.119052572862989869e+00
-2.471203940837166102e-01,1.616098854809144003e-01,2.380544863781807741e-01,6.008571956690326177e-01,1.098965175570907782e+00,1.311882171121953933e+00,1.717726105926145941e+00,1.662181785016295432e+00,2.498147885301764681e+00
-5.875880921421053893e-01,-2.499223437819708127e-01,1.432994290709197101e-02,3.108161773420518026e-01,1.008481230443544208e+00,1.074645302542685865e+00,1.417148836142989587e+00,1.728485208071859791e+00,1.953618696871964655e+00
-9.635165796002554961e-01,-4.593781936610059069e-01,-1.675284697804635958e-01,4.226071569903791514e-01,6.572450395513027566e-01,9.171582529087086710e-01,1.271958257440941376e+00,1.895626852686857822e+00,1.859948272100554023e+00
-1.019283030580923066e+00,-7.200753685415881566e-01,-4.152499214584761678e-01,-1.187905941999545800e-01,3.716349120207915191e-01,1.011892213751395708e+00,1.375509855361322531e+00,1.641851238629964405e+00,1.821125992194794430e+00
-1.562316300559322357e+00,-9.643957809470816711e-01,-8.202784660201004607e-01,-2.793666933549258657e-01,1.463292313130127309e-01,7.241015639518357805e-01,1.382884771768073229e+00,1.342609546246804619e+00,1.715924966159092735e+00
